category,path,line,snippet
state_reading_mapping,install/_local_setup_util_sh.py,235,if not os.path.isabs(basename):
state_reading_mapping,install/_local_setup_util_sh.py,236,"basename = os.path.join(prefix, basename)"
state_reading_mapping,install/_local_setup_util_sh.py,237,if os.path.exists(basename + '.dsv'):
state_reading_mapping,install/_local_setup_util_sh.py,240,"for basename, extensions in basenames.items():"
state_reading_mapping,install/_local_setup_util_sh.py,241,if not os.path.isabs(basename):
state_reading_mapping,install/_local_setup_util_sh.py,242,"basename = os.path.join(prefix, basename)"
state_reading_mapping,install/_local_setup_util_sh.py,246,"basename + '.dsv', prefix, primary_extension=primary_extension,"
state_reading_mapping,install/_local_setup_util_sh.py,253,'script_path': basename + '.' + primary_extension})]
state_reading_mapping,install/_local_setup_util_sh.py,259,'script_path': basename + '.' + additional_extension})]
state_reading_mapping,install/_local_setup_util_sh.py,319,env_state = {}
state_reading_mapping,install/_local_setup_util_sh.py,323,global env_state
state_reading_mapping,install/_local_setup_util_sh.py,324,if name not in env_state:
state_reading_mapping,install/_local_setup_util_sh.py,326,env_state[name] = set(os.environ[name].split(os.pathsep))
state_reading_mapping,install/_local_setup_util_sh.py,328,env_state[name] = set()
state_reading_mapping,install/_local_setup_util_sh.py,335,if value not in env_state[name]:
state_reading_mapping,install/_local_setup_util_sh.py,336,env_state[name].add(value)
state_reading_mapping,install/_local_setup_util_sh.py,345,global env_state
state_reading_mapping,install/_local_setup_util_sh.py,346,if name not in env_state:
state_reading_mapping,install/_local_setup_util_sh.py,348,env_state[name] = set(os.environ[name].split(os.pathsep))
state_reading_mapping,install/_local_setup_util_sh.py,350,env_state[name] = set()
state_reading_mapping,install/_local_setup_util_sh.py,357,if value not in env_state[name]:
state_reading_mapping,install/_local_setup_util_sh.py,358,env_state[name].add(value)
state_reading_mapping,install/_local_setup_util_sh.py,372,global env_state
state_reading_mapping,install/_local_setup_util_sh.py,374,for name in env_state:
state_reading_mapping,install/_local_setup_util_sh.py,385,global env_state
state_reading_mapping,install/_local_setup_util_sh.py,386,env_state[name] = value
state_reading_mapping,install/_local_setup_util_sh.py,393,global env_state
state_reading_mapping,install/_local_setup_util_sh.py,396,"if env_state.get(name, os.environ.get(name)):"
mpc_wbc_candidate_torque,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/gait_scheduler.hpp,7,namespace robot_mpc_wbc_cpp_controller::control {
mpc_wbc_candidate_torque,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/gait_scheduler.hpp,42,}  // namespace robot_mpc_wbc_cpp_controller::control
contact_gait_state,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/gait_scheduler.hpp,16,enum class ContactMode {
contact_gait_state,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/gait_scheduler.hpp,21,struct GaitState {
contact_gait_state,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/gait_scheduler.hpp,22,"std::array<bool, 4> contact{};"
contact_gait_state,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/gait_scheduler.hpp,23,ContactMode mode{ContactMode::TrotFRRL};
contact_gait_state,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/gait_scheduler.hpp,25,std::size_t phase_step{0};
contact_gait_state,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/gait_scheduler.hpp,28,class GaitScheduler {
contact_gait_state,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/gait_scheduler.hpp,30,explicit GaitScheduler(std::size_t half_period_steps = 200);
contact_gait_state,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/gait_scheduler.hpp,32,GaitState evaluate(std::size_t step) const;
contact_gait_state,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/gait_scheduler.hpp,36,static std::string mode_name(ContactMode mode);
state_reading_mapping,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/gait_scheduler.hpp,7,namespace robot_mpc_wbc_cpp_controller::control {
state_reading_mapping,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/gait_scheduler.hpp,21,struct GaitState {
state_reading_mapping,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/gait_scheduler.hpp,32,GaitState evaluate(std::size_t step) const;
state_reading_mapping,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/gait_scheduler.hpp,42,}  // namespace robot_mpc_wbc_cpp_controller::control
mpc_wbc_candidate_torque,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/swing_trajectory.hpp,6,namespace robot_mpc_wbc_cpp_controller::control {
mpc_wbc_candidate_torque,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/swing_trajectory.hpp,26,}  // namespace robot_mpc_wbc_cpp_controller::control
swing_leg_pd,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/swing_trajectory.hpp,14,class SwingTrajectory {
swing_leg_pd,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/swing_trajectory.hpp,16,SwingTrajectory(double clearance = 0.06);
contact_gait_state,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/swing_trajectory.hpp,18,"Vec3 sample(const Vec3& start, const Vec3& target, double phase) const;"
state_reading_mapping,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/swing_trajectory.hpp,6,namespace robot_mpc_wbc_cpp_controller::control {
state_reading_mapping,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/swing_trajectory.hpp,26,}  // namespace robot_mpc_wbc_cpp_controller::control
mpc_wbc_candidate_torque,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/torque_safety_filter.hpp,6,namespace robot_mpc_wbc_cpp_controller::control {
mpc_wbc_candidate_torque,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/torque_safety_filter.hpp,22,}  // namespace robot_mpc_wbc_cpp_controller::control
safety_filter_or_saturation,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/torque_safety_filter.hpp,8,class TorqueSafetyFilter {
safety_filter_or_saturation,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/torque_safety_filter.hpp,10,explicit TorqueSafetyFilter(double torque_limit = 23.7);
safety_filter_or_saturation,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/torque_safety_filter.hpp,16,double torque_limit() const;
safety_filter_or_saturation,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/torque_safety_filter.hpp,19,double torque_limit_;
state_reading_mapping,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/torque_safety_filter.hpp,6,namespace robot_mpc_wbc_cpp_controller::control {
state_reading_mapping,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/control/torque_safety_filter.hpp,22,}  // namespace robot_mpc_wbc_cpp_controller::control
mpc_wbc_candidate_torque,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/torque_safety.hpp,7,"#include ""robot_mpc_wbc_cpp_controller/zero_torque_dry_run.hpp"""
mpc_wbc_candidate_torque,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/torque_safety.hpp,9,namespace robot_mpc_wbc_cpp_controller {
mpc_wbc_candidate_torque,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/torque_safety.hpp,11,struct TorqueClampConfig {
mpc_wbc_candidate_torque,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/torque_safety.hpp,23,inline TorqueClampConfig makeUniformTorqueClampConfig(const double max_abs_value) {
mpc_wbc_candidate_torque,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/torque_safety.hpp,24,TorqueClampConfig config{};
mpc_wbc_candidate_torque,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/torque_safety.hpp,33,const TorqueClampConfig & config) {
mpc_wbc_candidate_torque,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/torque_safety.hpp,97,}  // namespace robot_mpc_wbc_cpp_controller
state_reading_mapping,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/torque_safety.hpp,7,"#include ""robot_mpc_wbc_cpp_controller/zero_torque_dry_run.hpp"""
state_reading_mapping,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/torque_safety.hpp,9,namespace robot_mpc_wbc_cpp_controller {
state_reading_mapping,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/torque_safety.hpp,97,}  // namespace robot_mpc_wbc_cpp_controller
mpc_wbc_candidate_torque,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/zero_torque_dry_run.hpp,7,namespace robot_mpc_wbc_cpp_controller {
mpc_wbc_candidate_torque,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/zero_torque_dry_run.hpp,55,}  // namespace robot_mpc_wbc_cpp_controller
state_reading_mapping,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/zero_torque_dry_run.hpp,7,namespace robot_mpc_wbc_cpp_controller {
state_reading_mapping,install/robot_mpc_wbc_cpp_controller/include/robot_mpc_wbc_cpp_controller/zero_torque_dry_run.hpp,55,}  // namespace robot_mpc_wbc_cpp_controller
mpc_wbc_candidate_torque,install/robot_mpc_wbc_cpp_controller/share/robot_mpc_wbc_cpp_controller/launch/disabled_controller.launch.py,8,"package=""robot_mpc_wbc_cpp_controller"","
state_reading_mapping,install/robot_mpc_wbc_cpp_controller/share/robot_mpc_wbc_cpp_controller/launch/disabled_controller.launch.py,8,"package=""robot_mpc_wbc_cpp_controller"","
state_reading_mapping,install/robot_mpc_wbc_cpp_controller/share/robot_mpc_wbc_cpp_controller/launch/disabled_controller.launch.py,9,"executable=""go1_disabled_controller_node"","
state_reading_mapping,install/robot_mpc_wbc_cpp_controller/share/robot_mpc_wbc_cpp_controller/launch/disabled_controller.launch.py,10,"name=""go1_disabled_controller_node"","
mpc_wbc_candidate_torque,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,26,"/ ""robot-mpc-wbc-locomotion"""
mujoco_torque_write_or_step,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,88,self.data.ctrl[:] = self.torque_cmd
mujoco_torque_write_or_step,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,89,"mujoco.mj_step(self.model, self.data)"
mujoco_torque_write_or_step,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,98,joint_msg.effort = self.data.ctrl[:12].tolist()
qp_osqp_solve_path,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,96,joint_msg.position = self.data.qpos[7:19].tolist()
qp_osqp_solve_path,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,107,"float(self.data.qpos[3]),"
qp_osqp_solve_path,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,108,"float(self.data.qpos[4]),"
qp_osqp_solve_path,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,109,"float(self.data.qpos[5]),"
qp_osqp_solve_path,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,110,"float(self.data.qpos[6]),"
qp_osqp_solve_path,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,135,imu_msg.orientation.w = float(self.data.qpos[3])
qp_osqp_solve_path,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,136,imu_msg.orientation.x = float(self.data.qpos[4])
qp_osqp_solve_path,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,137,imu_msg.orientation.y = float(self.data.qpos[5])
qp_osqp_solve_path,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,138,imu_msg.orientation.z = float(self.data.qpos[6])
contact_gait_state,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,57,"self.contact_pub = self.create_publisher(Int32MultiArray, ""/go1/foot_contacts"", 10)"
contact_gait_state,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,142,contact_msg = Int32MultiArray()
contact_gait_state,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,143,contact_msg.data = self.compute_foot_contacts()
contact_gait_state,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,144,self.contact_pub.publish(contact_msg)
contact_gait_state,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,150,def compute_foot_contacts(self):
contact_gait_state,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,151,"contacts = [0, 0, 0, 0]"
contact_gait_state,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,155,c = self.data.contact[i]
contact_gait_state,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,162,contacts[leg_id] = 1
contact_gait_state,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,164,return contacts
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,8,"from sensor_msgs.msg import Imu, JointState"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,33,"self.declare_parameter(""base_body"", ""trunk"")"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,37,"base_body = self.get_parameter(""base_body"").value"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,43,self.base_id = mujoco.mj_name2id(
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,44,"self.model, mujoco.mjtObj.mjOBJ_BODY, base_body"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,46,if self.base_id < 0:
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,47,"raise RuntimeError(f""base body not found: {base_body}"")"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,54,"self.joint_pub = self.create_publisher(JointState, ""/go1/joint_states"", 10)"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,56,"self.base_pub = self.create_publisher(Float64MultiArray, ""/go1/base_state"", 10)"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,71,"self.get_logger().info(f""Using base body: {base_body}, body_id={self.base_id}"")"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,93,joint_msg = JointState()
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,96,joint_msg.position = self.data.qpos[7:19].tolist()
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,97,joint_msg.velocity = self.data.qvel[6:18].tolist()
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,101,base_msg = Float64MultiArray()
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,102,base_msg.data = [
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,104,"float(self.data.xpos[self.base_id, 0]),"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,105,"float(self.data.xpos[self.base_id, 1]),"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,106,"float(self.data.xpos[self.base_id, 2]),"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,107,"float(self.data.qpos[3]),"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,108,"float(self.data.qpos[4]),"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,109,"float(self.data.qpos[5]),"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,110,"float(self.data.qpos[6]),"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,111,"float(self.data.qvel[0]),"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,112,"float(self.data.qvel[1]),"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,113,"float(self.data.qvel[2]),"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,114,"float(self.data.qvel[3]),"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,115,"float(self.data.qvel[4]),"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,116,"float(self.data.qvel[5]),"
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,118,self.base_pub.publish(base_msg)
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,125,# angular velocity uses MuJoCo floating-base angular velocity.
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,126,imu_msg.angular_velocity.x = float(self.data.qvel[3])
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,127,imu_msg.angular_velocity.y = float(self.data.qvel[4])
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,128,imu_msg.angular_velocity.z = float(self.data.qvel[5])
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,135,imu_msg.orientation.w = float(self.data.qpos[3])
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,136,imu_msg.orientation.x = float(self.data.qpos[4])
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,137,imu_msg.orientation.y = float(self.data.qpos[5])
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/build/lib/robot_mpc_wbc_bridge/mujoco_bridge_node.py,138,imu_msg.orientation.z = float(self.data.qpos[6])
mpc_wbc_candidate_torque,ros2_ws/build/robot_mpc_wbc_bridge/launch/mujoco_bridge.launch.py,8,"package=""robot_mpc_wbc_bridge"","
mpc_wbc_candidate_torque,ros2_ws/build/robot_mpc_wbc_bridge/launch/mujoco_bridge.launch.py,13,"""model_path"": ""/home/zanshi/robot-mpc-wbc-locomotion/assets/go1/scene.xml"","
state_reading_mapping,ros2_ws/build/robot_mpc_wbc_bridge/launch/mujoco_bridge.launch.py,14,"""base_body"": ""trunk"","
mpc_wbc_candidate_torque,ros2_ws/build/robot_mpc_wbc_bridge/prefix_override/sitecustomize.py,4,sys.prefix = sys.exec_prefix = '/home/zanshi/robot-mpc-wbc-locomotion/ros2_ws/install/robot_mpc_wbc_bridge'
mpc_wbc_candidate_torque,ros2_ws/build/robot_mpc_wbc_bridge/setup.py,5,"package_name = ""robot_mpc_wbc_bridge"""
mpc_wbc_candidate_torque,ros2_ws/build/robot_mpc_wbc_bridge/setup.py,20,"description=""Minimal ROS2-MuJoCo bridge for robot-mpc-wbc-locomotion."","
mpc_wbc_candidate_torque,ros2_ws/build/robot_mpc_wbc_bridge/setup.py,25,"""mujoco_bridge_node = robot_mpc_wbc_bridge.mujoco_bridge_node:main"","
candidate_scale_or_blending,ros2_ws/build/robot_mpc_wbc_cpp_controller/CMakeFiles/3.28.3/CompilerIdCXX/CMakeCXXCompilerId.cpp,109,"# define COMPILER_ID ""PathScale"""
candidate_scale_or_blending,ros2_ws/build/robot_mpc_wbc_cpp_interface/CMakeFiles/3.28.3/CompilerIdCXX/CMakeCXXCompilerId.cpp,109,"# define COMPILER_ID ""PathScale"""
candidate_scale_or_blending,ros2_ws/install/_local_setup_util_ps1.py,130,# select packages with no dependencies in alphabetical order
control_mode_or_runner_args,ros2_ws/install/_local_setup_util_ps1.py,4,import argparse
